input_time,申请状态,历史最高逾期天数.x,原始分,历史最高逾期天数.y,y,Ratio,7天内申请人在多个平台申请借款,1个月内申请人在多个平台申请借款,3个月内申请人在多个平台申请借款,7天内借款人手机申请借款平台数,1个月内借款人手机申请借款平台数,3个月内借款人手机申请借款平台数,7天内借款人身份证申请借款平台数,1个月内借款人身份证申请借款平台数,3个月内借款人身份证申请借款平台数,7天内关联P2P网贷平台数,1个月内关联P2P网贷平台数,3个月内关联P2P网贷平台数,7天内申请人关联融资租赁平台数,1个月内申请人关联融资租赁平台数,3个月手机号关联身份证数,1个月内申请人关联一般消费分期平台数,3个月内申请人关联一般消费分期平台数,风险名单占比,一度关联节点个数,二度关联节点个数,一度风险名单个数,二度风险名单个数,一度风险名单占比,二度风险名单占比,X3个月内申请人手机号作为第二联系人手机号出现的次数,X3个月内申请人手机号作为前三联系人手机号出现的次数,是否命中法院执行模糊名单,是否命中法院结案模糊名单,是否命中手机风险关注名单,是否命中身份证风险关注名单,命中中风险关注名单笔数,客户异常借款笔数,信用异常笔数,执行标的,申请人执行标的是否超过100000,3个月内申请人关联融资租赁平台数,3个月身份证关联手机号数,三个月银行相关平台数
2019/5/8,客户已提车,4,17,10,0,0,0,3,3,0,1,1,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2
2019/5/7,店面确认并生成合同,0,52,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0.01,1,44,0,1,0,0.02,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2019/5/14,店面确认并生成合同,1,11,1,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
2019/5/8,客户已提车,3,27,3,0,0,0,8,10,0,8,10,0,8,10,0,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/7,合同已生效,0,16,0,0,0,2,2,5,2,2,5,2,2,5,0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/7,合同已生效,0,13,0,0,0,2,3,3,2,2,2,2,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/7,店面确认并生成合同,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,店面确认并生成合同,0,12,0,0,0,2,2,3,2,2,3,2,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,17,0,0,0,3,3,4,3,3,4,3,3,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019/5/8,客户已提车,1,20,1,0,0,0,5,6,0,5,6,0,5,5,0,1,1,0,1,1,2,2,0.01,7,9,0,2,0,0.22,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/8,客户已提车,1,8,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,3,29,3,0,0,0,0,7,0,0,4,0,0,6,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,5
2019/5/8,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,15,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,1,32,1,0,0,0,9,9,0,2,2,0,9,9,0,5,5,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
2019/5/8,客户已提车,0,17,0,0,0,3,3,4,3,3,4,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,7,0,0,0,0,2,4,0,2,4,0,2,4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,5,0,0,0,0,2,3,0,2,3,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/10,客户已提车,0,26,0,0,0,2,2,3,1,1,1,2,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2
2019/5/8,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,15,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/8,客户已提车,3,17,3,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
2019/5/8,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,15,0,0,0,2,3,3,2,3,3,2,3,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2019/5/8,客户已提车,2,34,2,0,0,4,6,7,3,5,6,4,6,7,0,0,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,0,10,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
2019/5/8,合同已生效,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,57,0,0,0,2,20,26,2,20,26,1,19,24,1,11,13,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6
2019/5/8,客户已提车,3,33,3,0,0,3,5,7,3,3,5,3,5,7,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
2019/5/8,客户已提车,6,22,6,0,0,0,4,4,0,2,2,0,4,4,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0
2019/5/8,合同已生效,0,16,0,0,0,2,2,2,1,1,1,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,0,4,0,0,0,0,0,3,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/9,客户已提车,0,27,0,0,0,2,2,5,2,2,4,2,2,5,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
2019/5/8,合同已生效,0,16,0,0,0,2,2,4,2,2,4,2,2,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/14,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/9,客户已提车,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,12,0,0,0,2,2,3,2,2,3,2,2,3,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,2,33,2,0,0,2,5,11,2,5,11,2,5,11,0,1,4,1,1,1,1,2,0.01,25,8,0,1,0,0.12,0,0,0,0,1,0,0,1,1,0,0,0,0,3
2019/5/8,客户已提车,0,21,0,0,0.17,0,2,6,0,2,6,0,2,5,0,1,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
2019/5/8,客户已提车,0,15,0,0,0,2,3,3,2,3,3,2,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,20,0,0,0,0,6,6,0,6,6,0,5,5,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,7,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,24,0,0,0,2,4,4,2,3,3,2,4,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
2019/5/9,客户已提车,0,25,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,8,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,18,0,0,0,2,2,6,2,2,6,2,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,1,7,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
2019/5/14,客户已提车,2,20,2,0,0,0,2,3,0,2,3,0,2,3,0,1,1,0,1,1,0,0,0.01,5,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,12,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,1,2,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,1,21,1,0,0,2,2,4,2,2,4,2,2,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,1,21,1,0,0.17,0,3,6,0,3,6,0,3,6,0,0,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/9,合同已生效,0,12,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,9,19,9,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0
2019/5/8,客户已提车,0,15,0,0,0,0,0,6,0,0,6,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,首保和GPS资料上传,0,10,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,19,18,19,0,0,3,4,4,3,4,4,3,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,2,125,2,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0.33,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,25,0,0,0,3,5,7,3,4,5,3,5,6,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,18,0,0,0,2,4,5,2,4,5,2,3,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019/5/8,客户已提车,0,28,0,0,0.12,0,5,8,0,1,1,0,5,8,0,2,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
2019/5/8,客户已提车,0,9,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
2019/5/8,客户已提车,0,95,0,0,0,4,15,33,4,14,32,4,15,32,1,7,15,1,1,1,5,8,0,35,29,0,0,0,0,0,6,0,0,1,0,3,1,1,0,0,0,0,9
2019/5/8,客户已提车,0,22,0,0,0,4,4,4,4,4,4,3,3,3,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019/5/8,首保和GPS资料上传,1,18,1,0,0,2,4,5,2,4,5,2,4,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,16,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,2,30,2,0,0,2,3,8,2,3,7,2,3,8,1,2,6,1,1,1,0,1,0.01,15,22,0,2,0,0.09,0,0,0,0,1,0,1,1,1,0,0,0,0,0
2019/5/8,客户已提车,0,7,0,0,0,0,2,3,0,2,3,0,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/8,客户已提车,0,73,0,0,0.03,14,16,32,14,16,32,13,15,30,8,8,13,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,9
2019/5/8,合同已生效,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,6,4,6,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/8,客户已提车,3,50,9,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,11,0,0,0,0,2,3,0,1,1,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2019/5/8,客户已提车,1,23,1,0,0,4,5,5,4,5,5,4,5,5,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,1,10,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,店面合同请款资料上传,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,23,0,0,0,2,4,5,2,4,5,2,4,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
2019/5/8,首保和GPS资料上传,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,15,20,15,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,1,0,2,0.01,16,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
2019/5/8,店面确认并生成合同,3,5,9,0,0,0,2,3,0,2,3,0,2,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,9,0,0,0,0,2,4,0,2,4,0,2,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/8,客户已提车,6,10,6,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,26,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,0.01,9,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0
2019/5/8,客户已提车,10,96,10,0,0,2,3,4,2,2,2,2,3,4,0,0,0,1,1,1,2,2,0.06,15,6,0,1,0,0.17,0,0,0,0,1,0,1,1,0,20000,0,0,2,2
2019/5/8,合同已生效,3,5,3,0,0,0,2,3,0,2,3,0,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,5,0,0,0,0,2,3,0,2,3,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,店面确认并生成合同,0,16,0,0,0,2,2,4,2,2,4,2,2,4,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,合同已生效,7,117,7,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6328650,1,0,0,0
2019/5/8,客户已提车,12,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/10,合同已生效,31,9,37,1,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
2019/5/8,客户已提车,1,3,1,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,合同已生效,0,28,0,0,0,2,3,5,2,2,3,2,3,5,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
2019/5/8,客户已提车,0,9,0,0,0,0,2,2,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,店面确认并生成合同,3,8,3,0,0,0,3,4,0,3,4,0,3,4,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,18,0,0,0,2,2,3,2,2,2,2,2,3,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,0,55,0,0,0,2,2,3,2,2,2,2,2,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0
2019/5/8,客户已提车,0,11,0,0,0,0,2,5,0,2,5,0,2,5,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/9,客户已提车,0,25,0,0,0,3,3,4,2,3,4,3,3,4,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6
2019/5/8,客户已提车,0,7,0,0,0,0,2,4,0,2,3,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019/5/8,客户已提车,1,2,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,44,0,0,0,4,10,13,4,10,13,4,9,11,2,5,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,31,0,0,0,2,3,8,2,3,7,2,3,8,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
2019/5/8,客户已提车,1,3,1,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,19,0,0,0,0,2,2,0,1,1,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/8,客户已提车,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,店面合同请款资料上传,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,0,5,0,0,0,0,2,3,0,2,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/8,客户已提车,1,15,1,0,0,0,3,5,0,3,5,0,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,1,1,1,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,合同已生效,3,17,9,0,0,2,2,3,2,2,3,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/8,客户已提车,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/8,客户已提车,3,59,3,0,0,2,2,2,1,1,1,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78846,0,0,3,0
2019/5/8,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,店面合同打印,1,2,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,27,0,0,0,3,5,8,3,5,8,3,5,7,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,85,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,1,1,1,1,1,0.2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,34,0,0,0,4,4,5,4,4,4,2,2,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019/5/8,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
